dataset_id,n_studies,n_analyses,review_doi,review_url
CD004762_pub3_data,7,12,10.1002/14651858.CD004762.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004762.pub3/full
CD004871_pub5_data,30,25,10.1002/14651858.CD004871.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004871.pub5/full
CD004904_pub4_data,4,3,10.1002/14651858.CD004904.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004904.pub4/full
CD004925_pub4_data,11,7,10.1002/14651858.CD004925.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004925.pub4/full
CD004953_pub5_data,14,22,10.1002/14651858.CD004953.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004953.pub5/full
CD004992_pub4_data,8,9,10.1002/14651858.CD004992.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004992.pub4/full
CD005133_pub4_data,21,26,10.1002/14651858.CD005133.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005133.pub4/full
CD005187_pub6_data,4,10,10.1002/14651858.CD005187.pub6,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005187.pub6/full
CD005343_pub7_data,4,15,10.1002/14651858.CD005343.pub7,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005343.pub7/full
CD005495_pub5_data,34,38,10.1002/14651858.CD005495.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005495.pub5/full
CD005566_pub4_data,69,41,10.1002/14651858.CD005566.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005566.pub4/full
CD005582_pub5_data,5,4,10.1002/14651858.CD005582.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005582.pub5/full
CD005595_pub4_data,46,41,10.1002/14651858.CD005595.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005595.pub4/full
CD005951_pub5_data,19,26,10.1002/14651858.CD005951.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005951.pub5/full
CD006023_pub4_data,110,351,10.1002/14651858.CD006023.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006023.pub4/full
CD006027_pub3_data,29,50,10.1002/14651858.CD006027.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006027.pub3/full
CD006124_pub3_data,10,21,10.1002/14651858.CD006124.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006124.pub3/full
CD006140_pub3_data,20,62,10.1002/14651858.CD006140.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006140.pub3/full
CD006182_pub3_data,3,41,10.1002/14651858.CD006182.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006182.pub3/full
CD006185_pub6_data,101,17,10.1002/14651858.CD006185.pub6,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006185.pub6/full
CD006214_pub5_data,1,1,10.1002/14651858.CD006214.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006214.pub5/full
CD006257_pub2_data,81,105,10.1002/14651858.CD006257.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006257.pub2/full
CD006273_pub4_data,4,4,10.1002/14651858.CD006273.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006273.pub4/full
CD006404_pub5_data,20,50,10.1002/14651858.CD006404.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006404.pub5/full
CD006475_pub3_data,24,31,10.1002/14651858.CD006475.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006475.pub3/full
CD006515_pub2_data,2,12,10.1002/14651858.CD006515.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006515.pub2/full
CD006536_pub5_data,54,52,10.1002/14651858.CD006536.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006536.pub5/full
CD006606_pub5_data,4,14,10.1002/14651858.CD006606.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006606.pub5/full
CD006632_pub3_data,39,18,10.1002/14651858.CD006632.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006632.pub3/full
CD006689_pub3_data,14,159,10.1002/14651858.CD006689.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006689.pub3/full
CD006712_pub3_data,13,28,10.1002/14651858.CD006712.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006712.pub3/full
CD006714_pub3_data,3,18,10.1002/14651858.CD006714.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006714.pub3/full
CD006742_pub3_data,5,5,10.1002/14651858.CD006742.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006742.pub3/full
CD006839_pub5_data,8,9,10.1002/14651858.CD006839.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006839.pub5/full
CD006913_pub3_data,50,142,10.1002/14651858.CD006913.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006913.pub3/full
CD006919_pub5_data,40,59,10.1002/14651858.CD006919.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006919.pub5/full
CD006942_pub4_data,16,17,10.1002/14651858.CD006942.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006942.pub4/full
CD006982_pub5_data,12,8,10.1002/14651858.CD006982.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006982.pub5/full
CD007024_pub3_data,21,23,10.1002/14651858.CD007024.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007024.pub3/full
CD007026_pub7_data,6,10,10.1002/14651858.CD007026.pub7,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007026.pub7/full
CD007079_pub4_data,19,34,10.1002/14651858.CD007079.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007079.pub4/full
CD007110_pub4_data,9,36,10.1002/14651858.CD007110.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007110.pub4/full
CD007130_pub5_data,24,11,10.1002/14651858.CD007130.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007130.pub5/full
CD007156_pub3_data,24,25,10.1002/14651858.CD007156.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007156.pub3/full
CD007310_pub3_data,20,115,10.1002/14651858.CD007310.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007310.pub3/full
CD007374_pub3_data,8,28,10.1002/14651858.CD007374.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007374.pub3/full
CD007388_pub3_data,15,87,10.1002/14651858.CD007388.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007388.pub3/full
CD007491_pub3_data,9,4,10.1002/14651858.CD007491.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007491.pub3/full
CD007569_pub4_data,15,7,10.1002/14651858.CD007569.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007569.pub4/full
CD007572_pub4_data,8,19,10.1002/14651858.CD007572.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007572.pub4/full
CD007639_pub3_data,30,67,10.1002/14651858.CD007639.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007639.pub3/full
CD007674_pub3_data,20,23,10.1002/14651858.CD007674.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007674.pub3/full
CD007693_pub3_data,27,12,10.1002/14651858.CD007693.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007693.pub3/full
CD007784_pub3_data,44,68,10.1002/14651858.CD007784.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007784.pub3/full
CD007809_pub3_data,6,55,10.1002/14651858.CD007809.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007809.pub3/full
CD007837_pub3_data,12,28,10.1002/14651858.CD007837.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007837.pub3/full
CD007859_pub5_data,24,24,10.1002/14651858.CD007859.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007859.pub5/full
CD007872_pub4_data,3,19,10.1002/14651858.CD007872.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007872.pub4/full
CD007895_pub3_data,5,4,10.1002/14651858.CD007895.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007895.pub3/full
CD007896_pub4_data,56,36,10.1002/14651858.CD007896.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD007896.pub4/full
CD008063_pub3_data,86,10,10.1002/14651858.CD008063.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008063.pub3/full
CD008145_pub4_data,34,46,10.1002/14651858.CD008145.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008145.pub4/full
CD008165_pub5_data,26,6,10.1002/14651858.CD008165.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008165.pub5/full
CD008176_pub3_data,78,125,10.1002/14651858.CD008176.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008176.pub3/full
CD008237_pub4_data,9,11,10.1002/14651858.CD008237.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008237.pub4/full
CD008309_pub3_data,8,77,10.1002/14651858.CD008309.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008309.pub3/full
CD008349_pub5_data,135,25,10.1002/14651858.CD008349.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008349.pub5/full
CD008469_pub3_data,16,10,10.1002/14651858.CD008469.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008469.pub3/full
CD008493_pub5_data,8,29,10.1002/14651858.CD008493.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008493.pub5/full
CD008552_pub8_data,42,20,10.1002/14651858.CD008552.pub8,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008552.pub8/full
CD008564_pub3_data,6,36,10.1002/14651858.CD008564.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008564.pub3/full
CD008628_pub3_data,11,15,10.1002/14651858.CD008628.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008628.pub3/full
CD008688_pub3_data,3,8,10.1002/14651858.CD008688.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008688.pub3/full
CD008709_pub4_data,55,57,10.1002/14651858.CD008709.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008709.pub4/full
CD008771_pub3_data,9,22,10.1002/14651858.CD008771.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008771.pub3/full
CD008858_pub5_data,8,9,10.1002/14651858.CD008858.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008858.pub5/full
CD008873_pub5_data,9,32,10.1002/14651858.CD008873.pub5,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008873.pub5/full
CD008879_pub3_data,15,12,10.1002/14651858.CD008879.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008879.pub3/full
CD008940_pub4_data,36,94,10.1002/14651858.CD008940.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008940.pub4/full
CD008973_pub3_data,14,8,10.1002/14651858.CD008973.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008973.pub3/full
CD008995_pub3_data,2,4,10.1002/14651858.CD008995.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008995.pub3/full
CD009022_pub4_data,11,13,10.1002/14651858.CD009022.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009022.pub4/full
CD009102_pub2_data,5,12,10.1002/14651858.CD009102.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009102.pub2/full
CD009235_pub4_data,61,26,10.1002/14651858.CD009235.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009235.pub4/full
CD009244_pub3_data,5,27,10.1002/14651858.CD009244.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009244.pub3/full
CD009252_pub2_data,31,15,10.1002/14651858.CD009252.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009252.pub2/full
CD009298_pub3_data,6,55,10.1002/14651858.CD009298.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009298.pub3/full
CD009362_pub4_data,49,34,10.1002/14651858.CD009362.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009362.pub4/full
CD009417_pub3_data,7,10,10.1002/14651858.CD009417.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009417.pub3/full
CD009508_pub2_data,50,11,10.1002/14651858.CD009508.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009508.pub2/full
CD009531_pub3_data,8,22,10.1002/14651858.CD009531.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009531.pub3/full
CD009535_pub3_data,22,30,10.1002/14651858.CD009535.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009535.pub3/full
CD009609_pub3_data,11,10,10.1002/14651858.CD009609.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009609.pub3/full
CD009679_pub3_data,15,42,10.1002/14651858.CD009679.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009679.pub3/full
CD009730_pub3_data,28,84,10.1002/14651858.CD009730.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009730.pub3/full
CD009749_pub3_data,28,12,10.1002/14651858.CD009749.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009749.pub3/full
CD009752_pub3_data,14,57,10.1002/14651858.CD009752.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009752.pub3/full
CD009788_pub3_data,10,11,10.1002/14651858.CD009788.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009788.pub3/full
CD009945_pub3_data,3,3,10.1002/14651858.CD009945.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009945.pub3/full
CD010001_pub4_data,45,21,10.1002/14651858.CD010001.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010001.pub4/full
CD010136_pub4_data,3,17,10.1002/14651858.CD010136.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010136.pub4/full
CD010145_pub2_data,27,55,10.1002/14651858.CD010145.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010145.pub2/full
CD010163_pub3_data,2,4,10.1002/14651858.CD010163.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010163.pub3/full
CD010189_pub3_data,9,10,10.1002/14651858.CD010189.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010189.pub3/full
CD010216_pub9_data,51,102,10.1002/14651858.CD010216.pub9,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010216.pub9/full
CD010290_pub4_data,15,44,10.1002/14651858.CD010290.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010290.pub4/full
CD010333_pub4_data,1,8,10.1002/14651858.CD010333.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010333.pub4/full
CD010441_pub3_data,5,14,10.1002/14651858.CD010441.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010441.pub3/full
CD010533_pub3_data,10,43,10.1002/14651858.CD010533.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010533.pub3/full
CD010583_pub6_data,10,30,10.1002/14651858.CD010583.pub6,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010583.pub6/full
CD010779_pub2_data,5,7,10.1002/14651858.CD010779.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010779.pub2/full
CD010856_pub3_data,17,12,10.1002/14651858.CD010856.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010856.pub3/full
CD010861_pub3_data,31,64,10.1002/14651858.CD010861.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010861.pub3/full
CD010966_pub4_data,32,228,10.1002/14651858.CD010966.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010966.pub4/full
CD011039_pub2_data,2,10,10.1002/14651858.CD011039.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011039.pub2/full
CD011044_pub3_data,53,40,10.1002/14651858.CD011044.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011044.pub3/full
CD011060_pub2_data,1,4,10.1002/14651858.CD011060.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011060.pub2/full
CD011120_pub3_data,16,15,10.1002/14651858.CD011120.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011120.pub3/full
CD011192_pub4_data,1,22,10.1002/14651858.CD011192.pub4,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011192.pub4/full
CD011197_pub3_data,20,20,10.1002/14651858.CD011197.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011197.pub3/full
CD011204_pub3_data,18,82,10.1002/14651858.CD011204.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011204.pub3/full
CD011218_pub2_data,8,8,10.1002/14651858.CD011218.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011218.pub2/full
CD011305_pub3_data,6,22,10.1002/14651858.CD011305.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011305.pub3/full
CD011330_pub2_data,11,13,10.1002/14651858.CD011330.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011330.pub2/full
CD011381_pub3_data,50,18,10.1002/14651858.CD011381.pub3,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011381.pub3/full
CD011468_pub2_data,2,6,10.1002/14651858.CD011468.pub2,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011468.pub2/full
CD011535_pub7_data,149,95,10.1002/14651858.CD011535.pub7,https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011535.pub7/full
